X,Y,OBJECTID,PARK_NAME,AGE_RANGE,DATE_INSTALLED,COMMENTS,DATA_SOURCE
-75.1475876636687,39.9832264246464,447,8th and Diamond Playground,2_5_YEARS,2021/07/01 00:00:00+00,Installed 2020-2021 (Rebuild),Nearmap 2023
-75.1733375634822,39.9590611945315,448,Benjamin Franklin Parkway,5_12_YEARS,2021/07/01 00:00:00+00,Installed in 7/2021. Called Winter Street Greenway Playground.,Nearmap 2023
-75.1736093527169,39.9590849357173,449,Benjamin Franklin Parkway,2_5_YEARS,2021/07/01 00:00:00+00,Installed in 7/2021. Called Winter Street Greenway Playground.,Nearmap 2023
-75.1084887807844,40.0013858987962,450,Joseph A Scanlon Playground,2_5_YEARS,2023/05/01 00:00:00+00,Renovated in 2023.,"Capital 2022;NearMap 2023"
-75.1509515765294,39.98976794751,451,Stephen E Fotterall Square,2_5_YEARS,2023/08/23 00:00:00+00,Renovated 2023,"Park As-built 2023; Nearmap 2023; visted site 8/23/23"
-75.1014369625768,39.9863506080621,452,Frank Glavin Playground,5_12_YEARS,2023/08/01 00:00:00+00,Renovated in 2022,"Nearmap 2023; Capital drawings 2023"
-75.1013415154477,39.9862933314555,453,Frank Glavin Playground,2_5_YEARS,2023/08/01 00:00:00+00,Renovated in 2022,"Nearmap 2023; Capital drawings 2023"
-75.249535246828,39.9511368932666,454,Rufus O Williams Memorial Playground,2_5_YEARS,2022/07/22 00:00:00+00,Installed during 2022 renovations,"Nearmap 2023; Capital drawings 2023"
-75.0886038532786,40.0170414644149,455,Overington Park,2_5_YEARS,, ,Nearmap 2023
-75.0930021412045,40.0227634639131,456,Northwood Park,5_12_YEARS,2023/09/11 00:00:00+00,Northwood Park Nature Playspace,Nearmap 2023
-75.1280154268557,39.9666605448269,457,Penn Treaty Park, ,, ,Nearmap 2023
-75.1542318222618,40.0201036225667,458,Nicetown Park,2_5_YEARS,,,Nearmap 2023
-75.139503816264,39.9810964237077,459,3rd and Norris Playground,2_12_YEARS,2022/05/01 00:00:00+00,,Nearmap 2023
-75.1962158263339,39.9812091980933,460,Smith Memorial Playground and Playhouse,UNKNOWN,, ,Nearmap 2023
-75.1577500525427,39.9232141315526,461,James Otis Ford Playground,5_12_YEARS,2016/01/01 00:00:00+00, ,Nearmap 2023
-75.1577481419553,39.9231188695989,462,James Otis Ford Playground,UNKNOWN,2016/01/01 00:00:00+00, ,Nearmap 2023
-75.1786716701,39.9045609566347,463,Franklin Delano Roosevelt Park,2_12_YEARS,2023/09/19 00:00:00+00,,Nearmap 2023
